编号,厂家,名字,编码,类型,分类,药店,市场价,销售价
4111,云南白药集团无锡药业有限公司,云南白药创可贴（1.5cm*2.3cm*6片）,6940760000000 ,0,36,华联连锁药店,2.4,2
4110,云南白药集团无锡药业有限公司,云南白药创可贴（轻巧透气型）(1.9cm*2.3cm*100片),6940760000000 ,0,36,华联连锁药店,24,20
4109,云南白药集团无锡药业有限公司,云南白药创可贴（轻巧护翼型）1.5cm*2.3cm*20片,6940760000000 ,0,36,华联连锁药店,6,5
4108,山西邦仕得药业有限公司,润肠通便茶3g*20袋,6937560000000 ,0,457,华联连锁药店,81.6,68
4107,湖北东信药业有限公司,金银花露340毫升,6926150000000 ,0,9,华联连锁药店,4.2,3.5
4106,广州白云山潘高寿药业股份有限公司,治咳川贝枇杷露240ml,6902110000000 ,0,10,华联连锁药店,31.8,26.5
4105,湖北午时药业股份有限公司,2#金银花露360ml,6911010000000 ,0,9,华联连锁药店,10.8,9
4104,黄石燕舞药业有限公司,1#神农镇痛膏9.5cm*11.6cm*5贴,6923870000000 ,0,2,华联连锁药店,37.2,31
4103,重庆陪都药业股份有限公司,2#精制狗皮膏11*15cm*6贴,6925070000000 ,0,456,华联连锁药店,30,25
4102,广西花红金松药业有限责任公司,H2金松止痒洗液200ml/盒,6927410000000 ,0,255,华联连锁药店,45.6,38
4101,广西德联制药有限公司,复方黄藤洗液180ml/瓶/盒,6932210000000 ,0,456,华联连锁药店,57.6,48
4075,浙江圣华药业有限公司,金归洗液150ml,6943790000000 ,0,255,华联连锁药店,30,25
4074,浙江康恩贝制药股份有限公司,风油精8ml,6938750000000 ,0,2,华联连锁药店,5.4,5
4073,浙江康恩贝制药股份有限公司,风油精6ml,6938750000000 ,0,2,华联连锁药店,4.2,3.5
4072,贵州金桥药业有限公司,洁阴灵洗剂150ml,6932970000000 ,0,255,华联连锁药店,42,35
4071,梁介福(广东）药业有限公司,斧标正红花油22ml,6927950000000 ,0,2,华联连锁药店,18.6,15.5
4070,广西欢宝药业有限公司,1#妇洁阴洗液250ml,6901250000000 ,0,456,华联连锁药店,42,35
4069,山东步长神州制药有限公司,红核妇洁洗液10ml*7袋,6937610000000 ,0,456,华联连锁药店,36,30
4068,四川恩威制药有限公司,洁尔阴洗液180ml,6932560000000 ,0,255,华联连锁药店,22.32,18.6
4067,江西药都仁和制药有限公司,1#洁阴康洗液200ml,6930400000000 ,0,255,华联连锁药店,42,35
4066,四川恩威制药有限公司,H2洁尔阴洗液300ml,6932560000000 ,0,255,华联连锁药店,34.8,29
4065,贵州长生药业有限责任公司,1#杀菌止痒洗剂200ml,6923570000000 ,0,255,华联连锁药店,42,35
4064,(新加坡）广东梁介福药业有限公司,斧标驱风油10ML,6927950000000 ,0,2,华联连锁药店,9,7.5
4063,福建太平洋制药有限公司,白花油5ml,6922100000000 ,0,5,华联连锁药店,5.04,4.2
4062,上海中华药业有限公司,龙虎清凉油(禁退)3克,6905220000000 ,0,5,华联连锁药店,3.6,3
4061,湖北康源药业有限公司,精制狗皮膏7×10cm*6贴/盒,6930260000000 ,0,456,华联连锁药店,33.6,28
4060,烟台荣昌制药股份有限公司,肛泰0.5g*4片,6910490000000 ,0,18,华联连锁药店,38.4,32
4059,九寨沟天然药业集团有限责任公司,壮骨麝香止痛膏10cmx7cm*16贴/盒,6923160000000 ,0,2,华联连锁药店,69.6,58
4058,浙江鼎泰药业股份有限公司,H2关节止痛膏11.0*15厘米*4贴*3袋/盒,6920580000000 ,0,2,华联连锁药店,72,60
4057,安徽安科余良卿药业有限公司,麝香壮骨膏9cm*13cm*8贴/盒,6924190000000 ,0,2,华联连锁药店,86.4,72
4056,安徽安科余良卿药业有限公司,麝香镇痛膏9cm*13cm*8贴/盒,6924190000000 ,0,2,华联连锁药店,86.4,72
4055,四川峨嵋山药业股份有限公司,海马舒活膏10×7cm*6片,6933650000000 ,0,2,华联连锁药店,57.6,48
4054,广东湛江吉民药业股份有限公司,神农镇痛膏10cm*14cm*8片,6921050000000 ,0,2,华联连锁药店,74.4,62
4053,西藏奇正藏药股份有限公司,H1奇正消痛贴膏1.2g*2.5ml/贴,6933690000000 ,0,2,华联连锁药店,18,15
4052,重庆陪都药业股份有限公司,精制狗皮膏11cm*15cm*10片,6925070000000 ,0,456,华联连锁药店,74.4,62
4051,江西吉安三力制药有限公司,H1消炎镇痛膏7×10厘米*6贴,6930630000000 ,0,2,华联连锁药店,21.6,18
4044,亚宝药业集团股份有限公司,宝宝一贴灵1.6g*3贴,6916110000000 ,0,456,华联连锁药店,20.4,17
4043,桂林华润天和药业有限公司,天和追风膏7cm*10cm*10片,6909720000000 ,0,2,华联连锁药店,8.64,7.2
4042,重庆陪都药业股份有限公司,1#复方追风膏11*15cm*8贴,6925070000000 ,0,456,华联连锁药店,48,40
4041,东阿阿胶阿华医疗器械有限公司药业分公司,1#麝香壮骨膏8cm*13cm*5片,6942840000000 ,0,2,华联连锁药店,18,15
4040,重庆希尔安药业有限公司,2#麝香海马追风膏7cm*10cm*5片,6922170000000 ,0,2,华联连锁药店,55.8,46.5
4039,杭州朱养心药业有限公司,狗皮膏（码）24g*2张,6922880000000 ,0,456,华联连锁药店,9.36,7.8
4038,浙江鼎泰药业有限公司,麝香镇痛膏6.0*10cm8片装,6920580000000 ,0,2,华联连锁药店,3,2.5
4037,江苏康缘阳光药业有限公司,复方南星止痛膏(码）10cm*13cm*4片,6914290000000 ,0,2,华联连锁药店,30,25
4036,河南羚锐制药股份有限公司,1#伤湿止痛膏7cm*10cm*2*5代,6920570000000 ,0,2,华联连锁药店,22.8,19
4035,杭州同大药业有限公司,1#归元筋骨宁湿敷剂45mm*60mm*2袋,6915710000000 ,0,2,华联连锁药店,34.8,29
4034,河南羚锐制药股份有限公司,壮骨麝香止痛膏(简）7cm*10cm*10片,6920570000000 ,0,2,华联连锁药店,4.8,4
4033,湖北舒尔迈康药业有限公司,1#活血止痛膏7cm*10cm*15片,6932440000000 ,0,2,华联连锁药店,54,48.5
4032,湖北远大天天明制药有限公司,珍珠明目滴眼液0.8ml*10支/盒,6935900000000 ,0,301,华联连锁药店,43.2,36
4031,苏州工业园区天龙制药有限公司,珍珠明目滴眼液13ml,6900510000000 ,0,301,华联连锁药店,22.8,19
4030,苏州工业园区天龙制药有限公司,珍珠明目滴眼液(胶体溶液)13毫升,6900510000000 ,0,301,华联连锁药店,46.32,38.6
4029,江西珍视明药业有限公司,四味珍层冰硼滴眼液8ml,6927370000000 ,0,251,华联连锁药店,16.2,13.5
4028,苏州工业园区天龙制药有限公司,1#珍珠明目滴眼液15ml,6900510000000 ,0,301,华联连锁药店,14.4,12
4027,四川升和药业股份有限公司,鱼腥草滴眼液(码）8ml,6901980000000 ,0,456,华联连锁药店,18,15
4026,沈阳精诚药业有限公司,H2红药气雾剂100克,6934280000000 ,0,2,华联连锁药店,58.8,49
4025,黑龙江天龙药业有限公司,1#1#口腔炎喷雾剂15ML,6935800000000 ,0,456,华联连锁药店,36,30
4024,云南白药集团股份有限公司,云南白药气雾剂50克+60克,6901070000000 ,0,2,华联连锁药店,38.4,32
4023,云南白药集团股份有限公司,云南白药气雾剂(码)30g+85g,6901070000000 ,0,2,华联连锁药店,35.4,29.5
4022,马应龙药业集团股份有限公司,麝香痔疮栓1.5g*6粒*2板/盒,6901990000000 ,0,18,华联连锁药店,25.2,21
4021,葵花药业集团(伊春)有限公司,康妇消炎栓2.0g*6粒,6928680000000 ,0,464,华联连锁药店,36,30
4020,江西九华药业有限公司,H1九华痔疮栓2.1克*6粒/盒,6923700000000 ,0,18,华联连锁药店,33.6,28
4019,江西九华药业有限公司,复方小儿退热栓1.0g*5粒,6923700000000 ,0,30,华联连锁药店,24,20
4018,通化万通药业股份有限公司,消糜栓3g*7粒,6903280000000 ,0,255,华联连锁药店,30.96,45.8
4017,海南碧凯药业有限公司,2#保妇康栓(码）1.74g*14粒,6917890000000 ,0,464,华联连锁药店,70.8,59
4016,烟台荣昌制药股份有限公司,2#肛泰栓1g*6粒*2,6910490000000 ,0,18,华联连锁药店,38.4,32
4015,通药制药集团股份有限公司,2#消糜栓3g*5枚,6928980000000 ,0,255,华联连锁药店,43.2,36
4014,马应龙药业集团股份有限公司,马应龙麝香痔疮栓(码）1.5g*6粒,6901990000000 ,0,18,华联连锁药店,12.84,10.7
4013,通药制药集团股份有限公司,2#消糜栓3g*8枚,6928980000000 ,0,255,华联连锁药店,51.6,43
4012,通药制药集团股份有限公司,2#痔疮栓6粒,6928980000000 ,0,18,华联连锁药店,29.88,24.9
4011,厦门虎标医药有限公司,虎标万金油19.4g,69025150 ,0,40,华联连锁药店,22.56,18.8
4010,厦门虎标医药有限公司,虎标万金油4g,69025167 ,0,40,华联连锁药店,7.08,5.9
4009,马应龙药业集团股份有限公司,马应龙麝香痔疮膏20克,6901990000000 ,0,18,华联连锁药店,19.2,16
4008,云南蓝绿康药业有限公司,七参连湿疹膏15克/支,6922300000000 ,0,31,华联连锁药店,44.4,37
4007,虎豹医药保健有限公司,虎标红万金油19.4克/瓶,88821573 ,0,456,华联连锁药店,23.76,19.8
4006,烟台荣昌制药股份有限公司,肛泰软膏10克,6910490000000 ,0,18,华联连锁药店,19.2,16
4005,威海华洋药业有限公司,外用应急软膏10克,6926290000000 ,0,456,华联连锁药店,24,20
4004,汕头市美宝制药有限公司,美宝湿润烧伤膏(码）40g,6925460000000 ,0,467,华联连锁药店,84,70
4003,马应龙药业集团股份有限公司,2#马应龙龙珠软膏10克,6901990000000 ,0,2,华联连锁药店,21.24,17.7
4002,上海松华药业有限公司,华佗膏10克,6912760000000 ,0,31,华联连锁药店,4.2,3.5
4001,四川绿叶制药股份有限公司,风湿液100ml*4瓶/盒,6933600000000 ,0,504,华联连锁药店,237.6,198
4000,上海运佳黄浦制药有限公司,解痉镇痛酊30ml,6924360000000 ,0,2,华联连锁药店,5.4,4.5
3999,太极集团浙江东方制药有限公司,养血愈风酒500ml,2017070000000 ,0,460,华联连锁药店,21.6,18
3998,国药集团冯了性(佛山)药业有限公司,冯了性风湿跌打药酒500ML,6925820000000 ,0,20,华联连锁药店,30,25
3997,太极集团浙江东方制药有限公司,十全大补酒500ml,2017070000000 ,0,502,华联连锁药店,21.6,18
3996,安徽安科余良卿药业有限公司,风油精9ml,6924190000000 ,0,2,华联连锁药店,18,15
3995,广西壮族自治区花红药业股份有限公司,消肿止痛酊（码）60ml,6920390000000 ,0,2,华联连锁药店,26.4,22
3994,常熟市星海制药有限公司,解痉镇痛酊(码）30ml,6928800000000 ,0,2,华联连锁药店,5.4,4.5
3993,云南白药集团股份有限公司,云南白药酊(码）50ML,6901070000000 ,0,2,华联连锁药店,16.56,13.8
3992,贵州益佰制药股份有限公司,小儿健脾化积口服液10ml*10支/盒,6923960000000 ,0,457,华联连锁药店,57.6,48
3991,河南福森药业有限公司,双黄连口服液20ml*8支,6920710000000 ,0,9,华联连锁药店,30,25
3990,江西济民可信药业有限公司,复方鲜竹沥液10ml*10支/盒,6923950000000 ,0,11,华联连锁药店,30.96,25.8
3989,远大医药黄石飞云制药有限公司,抗病毒口服液10ml*16支/盒,6921330000000 ,0,9,华联连锁药店,38.4,32
3988,鲁南厚普制药有限公司,小儿消积止咳口服液10ml*6支,2017070000000 ,0,458,华联连锁药店,17.4,14.5
3987,鲁南厚普制药有限公司,心通口服液10ml*6支,2017070000000 ,0,459,华联连锁药店,12.6,10.5
3986,浙江大德药业集团有限公司,银杏露10ml*10支/盒,6923440000000 ,0,10,华联连锁药店,53.88,44.9
3985,江苏康缘阳光药业有限公司,黄芪精10ml*12支,6914290000000 ,0,502,华联连锁药店,38.4,32
3984,江西半边天药业有限公司,H2阿胶益寿口服液20ml*14支,6921200000000 ,0,502,华联连锁药店,105.6,88
3983,四川恩威制药有限公司,山麦健脾口服液10ml*12支,2017070000000 ,0,4,华联连锁药店,33.6,28
3982,安徽东盛友邦制药有限公司,H1抗病毒口服液10ml*14支,6934710000000 ,0,9,华联连锁药店,33.6,28
3981,吉林敖东集团力源制药股份有限公司,H2养血饮口服液10ML*40支,6921210000000 ,0,502,华联连锁药店,324,270
3980,新疆奇康哈博维药股份有限公司,西帕依固龈液100ml,6920250000000 ,0,16,华联连锁药店,50.4,42
3979,河南太龙药业股份有限公司,双金连合剂10ML*10支,6934570000000 ,0,9,华联连锁药店,54,45
3978,浙江康恩贝中药有限公司,H2复方鱼腥草合剂10ml*18瓶,2017070000000 ,0,9,华联连锁药店,50.4,42
3977,南阳市新生制药有限公司,双黄连口服液10ml*12支,6936340000000 ,0,9,华联连锁药店,21.6,18
3976,杭州老桐君制药有限公司,抗病毒口服液12支*10ML,6923850000000 ,0,9,华联连锁药店,28.8,24
3975,四川泰华堂制药有限公司,清热解毒口服液10ml*10支,6906020000000 ,0,9,华联连锁药店,14.4,12
3974,安徽安科余良卿药业有限公司,蛇胆川贝液（无糖型）120ml,6924190000000 ,0,10,华联连锁药店,36,30
3973,江苏汉晨药业有限公司,金果饮200ml,6941640000000 ,0,9,华联连锁药店,30,25
3972,济川药业集团有限公司,健胃消食口服液10ml*12支,6952760000000 ,0,457,华联连锁药店,60,50
3971,国药集团致君(深圳)坪山制药有限公司,健儿清解液(OTC)10ml*10支,6905040000000 ,0,9,华联连锁药店,25.2,21
3970,国药集团致君(深圳)坪山制药有限公司,健儿清解液(OTC)100ml,6905040000000 ,0,9,华联连锁药店,23.76,19.8
3969,山东孔府制药有限公司,牛黄蛇胆川贝液10ml*9支,6935800000000 ,0,10,华联连锁药店,33.6,28
3968,江西南昌桑海制药厂,1#牛黄蛇胆川贝液10mlX6支,6911670000000 ,0,10,华联连锁药店,38.4,32
3967,江西地威药业有限公司,藿香正气合剂10ML*8支,6904670000000 ,0,9,华联连锁药店,18,15
3966,黑龙江葵花药业股份有限公司,2#小儿肺热咳喘口服液10ml*8,6922870000000 ,0,26,华联连锁药店,40.8,35
3965,杭州胡庆余堂药业有限公司,H2强力枇杷露200ml,6903090000000 ,0,10,华联连锁药店,22.8,19
3964,湖北东信药业有限公司,脑服液心舒口10ml*10支,6921290000000 ,0,502,华联连锁药店,6,5
3963,四川旭阳药业有限责任公司,阿胶益寿口服液20ml*12支,6921800000000 ,0,502,华联连锁药店,69.6,58
3962,湖北虎泉药业有限公司,金银花露340ml,6901800000000 ,0,9,华联连锁药店,6,5
3961,甘肃天水岐黄药业有限责任公司,苁蓉通便口服液10ml*6支,6921790000000 ,0,3,华联连锁药店,29.4,24.5
3960,浙江新光药业股份有限公司,黄芪生脉饮10ML*10,6905380000000 ,0,459,华联连锁药店,21.6,18
3959,杭州华东医药集团康润制药有限公司,金果饮口服液165ML,6918320000000 ,0,9,华联连锁药店,11.4,9.5
3958,哈药集团三精制药有限公司,三精双黄连囗服液(码）10ml*10支,6901710000000 ,0,9,华联连锁药店,21.6,18
3957,通药制药集团股份有限公司,益气养血口服液15ml*12支,2017070000000 ,0,502,华联连锁药店,43.2,36
3956,河南太龙药业股份有限公司,双黄连口服液20ml*10支,6934570000000 ,0,9,华联连锁药店,54,45
3955,北京同仁堂股份有限公司同仁堂药酒厂,骨刺消痛液300ML,6938920000000 ,0,456,华联连锁药店,21.6,18
3954,浙江新光药业股份有限公司,黄芪生脉饮(无糖型)10ml*10支,6905380000000 ,0,459,华联连锁药店,22.56,19
3953,贵州健兴药业有限公司,肺力咳合剂(码）100ml,6921750000000 ,0,458,华联连锁药店,23.4,20
3952,吉林敖东延边药业股份有限公司,2#小儿柴桂退热口服液10ml*10支,6904080000000 ,0,458,华联连锁药店,42,35
3951,贵阳新天药业股份有限公司,夏枯草口服液(码）10ML*12,6922610000000 ,0,456,华联连锁药店,30.6,25.5
3950,李时珍医药集团有限公司,夏枯草膏200g,6920760000000 ,0,456,华联连锁药店,32.16,26.8
3949,李时珍医药集团有限公司,妇科白带膏200g,6920760000000 ,0,255,华联连锁药店,42,35
3948,湖南新汇制药股份有限公司,2#蛇胆川贝枇杷膏(码)345g,6931690000000 ,0,10,华联连锁药店,38.4,32
3947,李时珍医药集团有限公司,板蓝根糖浆100ml,6920760000000 ,0,9,华联连锁药店,22.8,19
3946,湖南东健药业有限公司,鹿角胶250g,6930920000000 ,0,504,华联连锁药店,1176,980
3945,江西百神药业股份有限公司,1#健脾八珍糕8.3克*20块,6926590000000 ,0,502,华联连锁药店,58.2,48.5
3944,合肥今越制药有限公司,强力枇杷露220ml,6939080000000 ,0,10,华联连锁药店,34.8,29
3943,葵花药业集团湖北武当有限公司,雪梨止咳糖浆10ml*6支/盒,6946520000000 ,0,10,华联连锁药店,36,30
3942,洛阳顺势药业有限公司,川贝枇杷糖浆100ml,6921580000000 ,0,10,华联连锁药店,33.6,28
3941,内蒙古京新药业有限公司,养阴清肺糖浆10ml*10支,6933340000000 ,0,10,华联连锁药店,36,30
3940,贵州百灵企业集团制药股份有限公司,咳速停糖浆150ml,6924170000000 ,0,10,华联连锁药店,14.4,12
3939,江西铜鼓仁和制药有限公司,H1川贝清肺糖浆100ml,6930460000000 ,0,10,华联连锁药店,26.4,22
3938,江西远东药业有限公司,H1小儿止咳糖浆120ml,6942620000000 ,0,26,华联连锁药店,21.6,18
3937,吉林草还丹药业有限公司,小儿白贝止咳糖浆10ml*12瓶,6931610000000 ,0,458,华联连锁药店,45.6,38
3936,吉林草还丹药业有限公司,养阴清肺糖浆10ml*10瓶,6931610000000 ,0,10,华联连锁药店,39.6,33
3935,江西药都樟树制药有限公司,芩芷鼻炎糖浆180ml,6937800000000 ,0,458,华联连锁药店,57.6,48
3934,江西盛翔制药有限公司,蛇胆川贝液10毫升*9支,6938780000000 ,0,10,华联连锁药店,18,15
3933,苏州华葆药业股份有限公司,强力枇杷露(炼蜜)260g,6924940000000 ,0,10,华联连锁药店,30,25
3932,华润三九(郴州)制药有限公司,1#小儿止咳糖浆225ml,6900970000000 ,0,26,华联连锁药店,26,22
3931,太极集团重庆涪陵制药厂有限公司,急支糖浆太极*200ML,6918160000000 ,0,10,华联连锁药店,22.2,18.5
3930,李时珍医药集团有限公司,宝儿康糖浆100ml,6920760000000 ,0,457,华联连锁药店,43.2,36
3929,李时珍医药集团有限公司,舒心糖浆100ml,6920760000000 ,0,459,华联连锁药店,38.4,32
3928,李时珍医药集团有限公司,阿归养血糖浆200ml,6920760000000 ,0,502,华联连锁药店,32.16,26.8
3927,桂林中族中药股份有限公司,半夏糖浆100ml,2017070000000 ,0,502,华联连锁药店,3.36,2.8
3926,李时珍医药集团有限公司,安眠补脑糖浆100ml,6920760000000 ,0,502,华联连锁药店,37.2,31
3925,新疆维吾尔药业有限责任公司,复方木尼孜其颗粒12g/袋*6袋/盒,6935090000000 ,0,464,华联连锁药店,76.2,63.5
3924,华润三九（枣庄）药业有限公司,板蓝根颗粒10g(有糖型)*20袋,6928480000000 ,0,9,华联连锁药店,21.6,18
3923,兰州和盛堂制药股份有限公司,肤痒颗粒9克*9袋,6922310000000 ,0,31,华联连锁药店,22.8,19
3922,江西药都樟树制药有限公司,益肾灵颗粒9克*9袋,6937800000000 ,0,465,华联连锁药店,96,80
3921,鲁南厚普制药有限公司,参芪降糖颗粒3g*10袋,2017070000000 ,0,465,华联连锁药店,42,35
3920,江西桔王药业有限公司,益母草颗粒15g/袋*14袋/盒,6922970000000 ,0,255,华联连锁药店,31.2,26
3919,浙江大德药业集团有限公司,灵芝颗粒2g*10袋*3盒/盒,6923440000000 ,0,502,华联连锁药店,458.4,382
3918,浙江大德药业集团有限公司,灵芝颗粒2g*5袋*3盒/盒,6923440000000 ,0,502,华联连锁药店,230.4,192
3917,四川美大康药业股份有限公司,复方珍珠口疮颗粒10g*6袋,6903710000000 ,0,16,华联连锁药店,30,25
3916,山东步长制药股份有限公司,步长稳心颗粒（禁退）9克*9袋,2017070000000 ,0,459,华联连锁药店,32.16,26.8
3915,山东步长制药股份有限公司,步稳心颗粒（禁退）5克*9袋(无糖),6927760000000 ,0,459,华联连锁药店,33.6,28
3914,扬州艾迪制药有限公司,番泻叶颗粒10克/袋*6袋,6908740000000 ,0,3,华联连锁药店,43.2,36
3913,南京同仁堂黄山精制药业有限公司,H2感冒清热颗粒12克*10袋/盒,6949970000000 ,0,9,华联连锁药店,30,25
3912,修正药业集团股份有限公司,肺宁颗粒10g*14袋/盒,6925610000000 ,0,10,华联连锁药店,46.8,39
3911,江西铜鼓仁和制药有限公司,H1清热解毒颗粒18克*10袋/盒,6930460000000 ,0,9,华联连锁药店,33.6,28
3910,江西京通美联药业有限公司,H1感冒清热颗粒12克*8袋/盒,6940770000000 ,0,9,华联连锁药店,24,20
3909,桂龙药业（安徽）有限公司,清喉利咽颗粒5g*18袋,6937340000000 ,0,9,华联连锁药店,57.6,48
3908,江苏晨牌药业集团股份有限公司,大黄通便颗粒每袋装12g*6袋/盒,6925130000000 ,0,3,华联连锁药店,19.08,15.9
3907,广州白云山奇星药业有限公司,复方南板蓝根颗粒10克*20袋,6901200000000 ,0,9,华联连锁药店,30,25
3906,广州市香雪制药股份有限公司,板蓝根颗粒10克*30袋,6902600000000 ,0,9,华联连锁药店,30,25
3905,山西黄河中药有限公司,养阴清肺颗粒15克*6袋,6926910000000 ,0,10,华联连锁药店,45.36,37.8
3904,昆明积大制药股份有限公司,盆炎净颗粒无糖型5g*12袋,6900190000000 ,0,464,华联连锁药店,42,35
3903,广西南宁百会药业集团有限公司,复方鲜石斛颗粒5g*10袋,6921270000000 ,0,502,华联连锁药店,25.2,21
3902,株洲千金药业股份有限公司,H2益母颗粒14克/袋*12袋,6926920000000 ,0,255,华联连锁药店,30.96,25.8
3901,修正药业集团股份有限公司,板蓝根颗粒10克*14袋,6925610000000 ,0,9,华联连锁药店,33.6,28
3900,安徽安科余良卿药业有限公司,H2活血止痛膏9cm*13cm*6贴,6924190000000 ,0,2,华联连锁药店,68.4,57
3899,河南羚锐制药股份有限公司,H2壮骨麝香止痛膏9cm×12.8cm*10贴,6920570000000 ,0,2,华联连锁药店,48,40
3898,云南白药集团股份有限公司,消炎镇痛膏7cm*10cm*4贴,6901070000000 ,0,2,华联连锁药店,15.36,12.8
3897,云南白药集团股份有限公司,伤湿止痛膏7cm*10cm*4贴,6901070000000 ,0,2,华联连锁药店,15.36,12.8
3896,河南羚锐制药股份有限公司,1#关节止痛膏9cm*12.8cm*10片,6920570000000 ,0,2,华联连锁药店,44.4,37
3895,重庆陪都药业股份有限公司,壮骨麝香止痛膏11*15cm*6片*2袋,6925070000000 ,0,2,华联连锁药店,47.52,39.6
3894,岳阳市金寿制药有限公司,1#麝香追风膏12片,6923280000000 ,0,2,华联连锁药店,38.4,32
3893,黄石燕舞药业有限公司,H2神农镇痛膏9.5cm*11.6cm*10片,6923870000000 ,0,2,华联连锁药店,74.4,62
3892,黄石燕舞药业有限公司,1#麝香镇痛膏8*12*12片,6923870000000 ,0,2,华联连锁药店,24,20
3891,重庆希尔安药业有限公司,1#麝香追风止痛膏7cm*10cm*10片,6922170000000 ,0,2,华联连锁药店,48,40
3890,桂林华润天和药业有限公司,骨通贴膏8cm*13cm*6贴,6909720000000 ,0,2,华联连锁药店,49,45
3889,桂林华润天和药业有限公司,1#精制狗皮膏8cm*13cm*8贴,6909720000000 ,0,456,华联连锁药店,34.8,29
3888,云南白药集团无锡药业有限公司,H1云南白药膏8片*6.5cm*10cm,6940760000000 ,0,2,华联连锁药店,48,40
3887,河南羚锐制药股份有限公司,H2通络祛痛膏7cm*10cm*6贴,6920570000000 ,0,2,华联连锁药店,42,35
3886,河南羚锐制药股份有限公司,1#壮骨麝香止痛膏7cm*10cm*10袋,6920570000000 ,0,2,华联连锁药店,21.6,18
3885,西藏奇正藏药股份有限公司,青鹏软膏20克,6933690000000 ,0,456,华联连锁药店,24,20
3884,上海静安制药有限公司,祛痰灵囗服液30ML*6支,6904070000000 ,0,10,华联连锁药店,9.96,8.3
3883,太极集团重庆涪陵制药厂有限公司,通天口服液10ml*6支,6918160000000 ,0,17,华联连锁药店,21.6,18
3882,浙江新光药业股份有限公司,玉屏风口服液10ml*10支,6905380000000 ,0,502,华联连锁药店,10.2,8.5
3881,浙江泰利森药业有限公司,金参润喉合剂200ml,6920320000000 ,0,10,华联连锁药店,21.6,18
3880,贵州万顺堂药业有限公司,养阴口香合剂30ML*4瓶,6939530000000 ,0,16,华联连锁药店,58.8,49
3879,哈尔滨市康隆药业有限责任公司,H2强力枇杷露(无糖)(码)200ml,6926610000000 ,0,10,华联连锁药店,45.36,37.8
3878,四川泰华堂制药有限公司,藿香正气水10ML*10支,6906020000000 ,0,9,华联连锁药店,6,5
3877,呼伦贝尔松_制药有限公司,1#养阴清肺口服液（无糖）10ml*10支,6944280000000 ,0,10,华联连锁药店,49,39.8
3876,广东一力罗定制药有限公司,藿香正气水(码）10ML*10支,6920590000000 ,0,9,华联连锁药店,6,5
3875,南京先声东元制药有限公司,先声咳喘宁口服液10ML*8,6922390000000 ,0,10,华联连锁药店,30.6,25.5
3874,湖南天劲制药有限责任公司,2#强骨生血口服液10ML*10支,6909040000000 ,0,504,华联连锁药店,81.6,68
3873,扬子江药业集团有限公司,蓝芩口服液(码)10ml*6支,6927760000000 ,0,9,华联连锁药店,26.4,22
3872,四川旭阳药业有限责任公司,阿胶益寿口服液20ml*36支,6921800000000 ,0,502,华联连锁药店,189.6,158
3871,京都念慈_总厂有限公司,京都念慈_蜜炼川贝枇杷膏150毫升,2017070000000 ,0,10,华联连锁药店,30.6,28.6
3870,葵花药业集团(襄阳)隆中有限公司,川贝雪梨膏150克,6934750000000 ,0,10,华联连锁药店,36,30
3869,湖南东健药业有限公司,龟甲胶252g,6930920000000 ,0,502,华联连锁药店,1176,980
3868,烟台渤海制药集团有限公司,润肺膏300G,6937830000000 ,0,10,华联连锁药店,47.4,39.5
3867,河南辅仁堂制药有限公司,鹿角胶250克,6938240000000 ,0,502,华联连锁药店,1558.8,1299
3866,河南辅仁堂制药有限公司,龟甲胶250克,6938240000000 ,0,502,华联连锁药店,1666.8,1389
3865,李时珍医药集团有限公司,健身长春膏200g,6920760000000 ,0,504,华联连锁药店,57.6,48
3864,正大青春宝药业有限公司,养胃颗粒(无糖）5克*12袋,6901990000000 ,0,457,华联连锁药店,21.6,18
3863,修正药业集团股份有限公司,2#肾石通颗粒15g*10代,6925610000000 ,0,465,华联连锁药店,33.6,28
3862,修正药业集团股份有限公司,2#清淋颗粒10克*10袋,6925610000000 ,0,465,华联连锁药店,39.6,33
3861,黑龙江葵花药业股份有限公司,2#胃康灵颗粒4g*10袋,6922870000000 ,0,3,华联连锁药店,38.4,32
3860,李时珍医药集团有限公司,参麦颗粒25g*9袋,6920760000000 ,0,502,华联连锁药店,57.6,48
3859,天士力制药集团股份有限公司,养血清脑颗粒4g*15代,6920540000000 ,0,504,华联连锁药店,69.6,58
3858,湖北午时药业股份有限公司,午时茶颗粒6克*20袋,6911010000000 ,0,9,华联连锁药店,11.4,9.5
3857,健民药业集团股份有限公司,龙牡壮骨颗粒5G*40代,6920340000000 ,0,4,华联连锁药店,38.4,32
3856,颈复康药业集团有限公司,颈复康颗粒5G*10代,6919110000000 ,0,2,华联连锁药店,25.8,21.5
3855,辽宁华润本溪三药有限公司,气滞胃痛颗粒5g*12代,6902090000000 ,0,3,华联连锁药店,39.6,33
3854,广州王老吉药业股份有限公司,(王老吉)广东凉茶颗粒(含糖),6901420000000 ,0,9,华联连锁药店,16.8,14
3853,国药集团精方（安徽）药业股份有限公司,颈舒颗粒(码)6克*6袋,6933810000000 ,0,2,华联连锁药店,38.4,32
3852,浙江天皇药业有限公司,铁皮枫斗颗粒(不准退货)3g*12袋,6904930000000 ,0,502,华联连锁药店,237.6,198
3851,李时珍医药集团有限公司,1#桑菊感冒颗粒11g*10袋,6920760000000 ,0,9,华联连锁药店,13.8,11.5
